TID,OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,U_Trap2,LL_Source,LOGITUDE,LATITUDE,LL_Source0,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,U_id2,Numtests
Y12P20122,215094,COOK COUNTY HEALTH DEPT,6,LOMBARD & OGDEN AVENUE,CICERO,60804,LOMBARD & OGDEN AVENUE_CICERO_60804,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0841,GISSA,-87.77808,41.8323,IDPH,982,27-Aug-12,35,UTR0841 982,1
Y12P20167,215139,COOK COUNTY HEALTH DEPT,6,LOMBARD & OGDEN AVENUE,CICERO,60804,LOMBARD & OGDEN AVENUE_CICERO_60804,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,24,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0841,GISSA,-87.77808,41.8323,IDPH,1022,29-Aug-12,35,UTR0841 1022,1
Y12P19604,214752,Reed Township MAD,6,24727 WEST AMENITY CENTER DRIVE,WILMINGTON,60481,24727 WEST AMENITY CENTER DRIVE_WILMINGTON_60481,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,47,Female,VECWNV,NEGATIVE,0,30-Aug-12,Culex,PIPIENS/RESTUANS,UTR0790,IDPH,-88.12506,41.77221,IDPH,RT070,29-Aug-12,35,UTR0790 RT070,1
Y12P20196,215168,COOK COUNTY HEALTH DEPT,6,LOMBARD & OGDEN AVENUE,CICERO,60804,LOMBARD & OGDEN AVENUE_CICERO_60804,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,27,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0841,GISSA,-87.77808,41.8323,IDPH,1051,31-Aug-12,35,UTR0841 1051,1
Y12P19606,214753,Reed Township MAD,7,373 S. CEMETERY RD.,BRAIDWOOD,60408,373 S. CEMETERY RD._BRAIDWOOD_60408,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,30-Aug-12,Culex,PIPIENS/RESTUANS,UTR0630,IDPH,-88.122507,41.150465,IDPH,RT071,29-Aug-12,35,UTR0630 RT071,1
Y12P20101,215073,COOK COUNTY HEALTH DEPT,8,1421 MILWAUKEE,GLENVIEW,60025,1421 MILWAUKEE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,38,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR1024,GISSA,-87.864734,42.081525,IDPH,965,27-Aug-12,35,UTR1024 965,1
Y12P20160,215132,COOK COUNTY HEALTH DEPT,8,1421 MILWAUKEE,GLENVIEW,60025,1421 MILWAUKEE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,7,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR1024,GISSA,-87.864734,42.081525,IDPH,1015,29-Aug-12,35,UTR1024 1015,1
Y12P21806,217060,COOK COUNTY HEALTH DEPT,8,1421 MILWAUKEE,GLENVIEW,60025,1421 MILWAUKEE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR1024,GISSA,-87.864734,42.081525,IDPH,1057,31-Aug-12,35,UTR1024 1057,1
Y12P20127,215099,COOK COUNTY HEALTH DEPT,10,2930 LEE STREET,MELROSE PARK,60160,2930 LEE STREET_MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0910,GISSA,-87.894559,41.931243,IDPH,987,27-Aug-12,35,UTR0910 987,1
Y12P20128,215100,COOK COUNTY HEALTH DEPT,10,2930 LEE STREET,MELROSE PARK,60160,2930 LEE STREET_MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR0910,GISSA,-87.894559,41.931243,IDPH,988,27-Aug-12,35,UTR0910 988,1
Y12P20171,215143,COOK COUNTY HEALTH DEPT,10,2930 LEE STREET,MELROSE PARK,60160,2930 LEE STREET_MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,32,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0910,GISSA,-87.894559,41.931243,IDPH,1026,29-Aug-12,35,UTR0910 1026,1
Y12P20193,215165,COOK COUNTY HEALTH DEPT,10,2930 LEE STREET,MELROSE PARK,60160,2930 LEE STREET_MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,43,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0910,GISSA,-87.894559,41.931243,IDPH,1048,31-Aug-12,35,UTR0910 1048,1
Y12P20129,215101,COOK COUNTY HEALTH DEPT,12,JUDD STREET & IRVING PARK ROAD,SCHILLER PARK,60176,JUDD STREET & IRVING PARK ROAD_SCHILLER PARK_60176,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,46,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0932,GISSA,-87.87712,41.95631,IDPH,989,27-Aug-12,35,UTR0932 989,1
Y12P20137,215109,COOK COUNTY HEALTH DEPT,12,JUDD STREET & IRVING PARK ROAD,SCHILLER PARK,60176,JUDD STREET & IRVING PARK ROAD_SCHILLER PARK_60176,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,27,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0932,GISSA,-87.87712,41.95631,IDPH,997,28-Aug-12,35,UTR0932 997,1
Y12P20172,215144,COOK COUNTY HEALTH DEPT,12,JUDD STREET & IRVING PARK ROAD,SCHILLER PARK,60176,JUDD STREET & IRVING PARK ROAD_SCHILLER PARK_60176,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0932,GISSA,-87.87712,41.95631,IDPH,1027,29-Aug-12,35,UTR0932 1027,1
Y12P20194,215166,COOK COUNTY HEALTH DEPT,12,JUDD STREET & IRVING PARK ROAD,SCHILLER PARK,60176,JUDD STREET & IRVING PARK ROAD_SCHILLER PARK_60176,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,19,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0932,GISSA,-87.87712,41.95631,IDPH,1049,31-Aug-12,35,UTR0932 1049,1
Y12P19198,214530,MCHENRY COUNTY HEALTH DEPT,15,3702 US HIGHWAY 14,CRYSTAL LAKE,60014,3702 US HIGHWAY 14_CRYSTAL LAKE_60014,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,7,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR1073,IDPH,-88.26823,42.2226,IDPH,201,27-Aug-12,35,UTR1073 201,1
Y12P19668,214795,MCHENRY COUNTY HEALTH DEPT,15,3702 US HIGHWAY 14,CRYSTAL LAKE,60014,3702 US HIGHWAY 14_CRYSTAL LAKE_60014,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,26,Female,RAMP WNV,POSITIVE,1,30-Aug-12,Culex,SP,UTR1073,IDPH,-88.26823,42.2226,IDPH,207,29-Aug-12,35,UTR1073 207,1
Y12P20157,215129,MCHENRY COUNTY HEALTH DEPT,15,3702 US HIGHWAY 14,CRYSTAL LAKE,60014,3702 US HIGHWAY 14_CRYSTAL LAKE_60014,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,49,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR1073,IDPH,-88.26823,42.2226,IDPH,216,31-Aug-12,35,UTR1073 216,1
Y12P19286,214576,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,14,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR1068,IDPH,-88.23534,42.19053,IDPH,206,27-Aug-12,35,UTR1068 206,1
Y12P20125,215097,COOK COUNTY HEALTH DEPT,17,2350 17TH AVENUE & FULLERTON AVENUE,FRANKLIN PARK,60131,2350 17TH AVENUE & FULLERTON AVENUE_FRANKLIN PARK_60131,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,49,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0903,IDPH,-87.855546,41.922432,IDPH,985,27-Aug-12,35,UTR0903 985,1
Y12P19671,214798,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR1068,IDPH,-88.23534,42.19053,IDPH,210,29-Aug-12,35,UTR1068 210,1
Y12P20170,215142,COOK COUNTY HEALTH DEPT,17,2350 17TH AVENUE & FULLERTON AVENUE,FRANKLIN PARK,60131,2350 17TH AVENUE & FULLERTON AVENUE_FRANKLIN PARK_60131,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,5,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0903,IDPH,-87.855546,41.922432,IDPH,1025,29-Aug-12,35,UTR0903 1025,1
Y12P20156,215128,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,37,Female,RAMP WNV,POSITIVE,1,04-Sep-12,Culex,SP,UTR1068,IDPH,-88.23534,42.19053,IDPH,215,31-Aug-12,35,UTR1068 215,1
Y12P20192,215164,COOK COUNTY HEALTH DEPT,17,2350 17TH AVENUE & FULLERTON AVENUE,FRANKLIN PARK,60131,2350 17TH AVENUE & FULLERTON AVENUE_FRANKLIN PARK_60131,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,24,Female,RAMP WNV,POSITIVE,1,04-Sep-12,Culex,SP,UTR0903,IDPH,-87.855546,41.922432,IDPH,1047,31-Aug-12,35,UTR0903 1047,1
Y12P20130,215102,COOK COUNTY HEALTH DEPT,18,18111 PATRICK AVENUE,COUNTRY CLUB HILLS,60477,18111 PATRICK AVENUE_COUNTRY CLUB HILLS_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0698,GISSA,-87.728181,41.561532,IDPH,990,27-Aug-12,35,UTR0698 990,1
Y12P20144,215116,COOK COUNTY HEALTH DEPT,18,18111 PATRICK AVENUE,COUNTRY CLUB HILLS,60477,18111 PATRICK AVENUE_COUNTRY CLUB HILLS_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,34,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0698,GISSA,-87.728181,41.561532,IDPH,1004,29-Aug-12,35,UTR0698 1004,1
Y12P20180,215152,COOK COUNTY HEALTH DEPT,18,18111 PATRICK AVENUE,COUNTRY CLUB HILLS,60477,18111 PATRICK AVENUE_COUNTRY CLUB HILLS_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0698,GISSA,-87.728181,41.561532,IDPH,1035,31-Aug-12,35,UTR0698 1035,1
Y12P20181,215153,COOK COUNTY HEALTH DEPT,18,18111 PATRICK AVENUE,COUNTRY CLUB HILLS,60477,18111 PATRICK AVENUE_COUNTRY CLUB HILLS_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0698,GISSA,-87.728181,41.561532,IDPH,1036,31-Aug-12,35,UTR0698 1036,1
Y12P20154,215126,MCHENRY COUNTY HEALTH DEPT,18,3510 BAY RD.,CRYSTAL LAKE,60012,3510 BAY RD._CRYSTAL LAKE_60012,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR1089,IDPH,-88.29916,42.27934,IDPH,213,31-Aug-12,35,UTR1089 213,1
Y12P19282,214574,MCHENRY COUNTY HEALTH DEPT,19,10317 FREEMAN ROAD,HEBRON,60034,10317 FREEMAN ROAD_HEBRON_60034,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR1120,IDPH,-88.43285,42.47678,IDPH,205,27-Aug-12,35,UTR1120 205,1
Y12P19670,214797,MCHENRY COUNTY HEALTH DEPT,19,10317 FREEMAN ROAD,HEBRON,60034,10317 FREEMAN ROAD_HEBRON_60034,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR1120,IDPH,-88.43285,42.47678,IDPH,209,29-Aug-12,35,UTR1120 209,1
Y12P20155,215127,MCHENRY COUNTY HEALTH DEPT,19,10317 FREEMAN ROAD,HEBRON,60034,10317 FREEMAN ROAD_HEBRON_60034,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR1120,IDPH,-88.43285,42.47678,IDPH,214,31-Aug-12,35,UTR1120 214,1
Y12P19281,214573,MCHENRY COUNTY HEALTH DEPT,20,8214 RICHARDSON,SPRING GROVE,60081,8214 RICHARDSON_SPRING GROVE_60081,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,17,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR1118,IDPH,-88.2358,42.44694,IDPH,204,27-Aug-12,35,UTR1118 204,1
Y12P19199,214531,MCHENRY COUNTY HEALTH DEPT,21,515 PLUM ST,LAKE IN THE HILL,60156,515 PLUM ST_LAKE IN THE HILL_60156,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,7,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR1067,IDPH,-88.31541,42.18941,IDPH,202,27-Aug-12,35,UTR1067 202,1
Y12P20150,215122,COOK COUNTY HEALTH DEPT,21,15405 KENTON AVE,OAK FOREST,60452,15405 KENTON AVE_OAK FOREST_60452,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,13,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0706,GISSA,-87.731827,41.612517,IDPH,1010,29-Aug-12,35,UTR0706 1010,1
Y12P20188,215160,COOK COUNTY HEALTH DEPT,21,15405 KENTON AVE,OAK FOREST,60452,15405 KENTON AVE_OAK FOREST_60452,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0706,GISSA,-87.731827,41.612517,IDPH,1043,31-Aug-12,35,UTR0706 1043,1
Y12P20189,215161,COOK COUNTY HEALTH DEPT,21,15405 KENTON AVE,OAK FOREST,60452,15405 KENTON AVE_OAK FOREST_60452,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0706,GISSA,-87.731827,41.612517,IDPH,1044,31-Aug-12,35,UTR0706 1044,1
Y12P19669,214796,MCHENRY COUNTY HEALTH DEPT,23,801 W. BRINK ST.,HARVARD,60033,801 W. BRINK ST._HARVARD_60033,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,37,Female,RAMP WNV,POSITIVE,1,30-Aug-12,Culex,SP,UTR1116,IDPH,-88.62511,42.41502,IDPH,208,29-Aug-12,35,UTR1116 208,1
Y12P20132,215104,COOK COUNTY HEALTH DEPT,24,6942 W 171 ST,TINLEY PARK,60477,6942 W 171 ST_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,46,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR0701,IDPH,-87.790546,41.580589,IDPH,992,27-Aug-12,35,UTR0701 992,1
Y12P20146,215118,COOK COUNTY HEALTH DEPT,24,6942 W 171 ST,TINLEY PARK,60477,6942 W 171 ST_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0701,IDPH,-87.790546,41.580589,IDPH,1006,29-Aug-12,35,UTR0701 1006,1
Y12P20183,215155,COOK COUNTY HEALTH DEPT,24,6942 W 171 ST,TINLEY PARK,60477,6942 W 171 ST_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0701,IDPH,-87.790546,41.580589,IDPH,1038,31-Aug-12,35,UTR0701 1038,1
Y12P20184,215156,COOK COUNTY HEALTH DEPT,24,6942 W 171 ST,TINLEY PARK,60477,6942 W 171 ST_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0701,IDPH,-87.790546,41.580589,IDPH,1039,31-Aug-12,35,UTR0701 1039,1
Y12P20113,215085,COOK COUNTY HEALTH DEPT,25,9809 W 98TH ST,CHICAGO RIDGE,60415,9809 W 98TH ST_CHICAGO RIDGE_60415,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR0752,IDPH,-87.790602,41.713899,IDPH,975,27-Aug-12,35,UTR0752 975,1
Y12P20114,215086,COOK COUNTY HEALTH DEPT,25,9809 W 98TH ST,CHICAGO RIDGE,60415,9809 W 98TH ST_CHICAGO RIDGE_60415,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0752,IDPH,-87.790602,41.713899,IDPH,976,27-Aug-12,35,UTR0752 976,1
Y12P20174,215146,COOK COUNTY HEALTH DEPT,25,9809 W 98TH ST,CHICAGO RIDGE,60415,9809 W 98TH ST_CHICAGO RIDGE_60415,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0752,IDPH,-87.790602,41.713899,IDPH,1029,29-Aug-12,35,UTR0752 1029,1
Y12P21812,217066,COOK COUNTY HEALTH DEPT,25,9809 W 98TH ST,CHICAGO RIDGE,60415,9809 W 98TH ST_CHICAGO RIDGE_60415,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,38,Female,RAMP WNV,POSITIVE,1,04-Sep-12,Culex,SP,UTR0752,IDPH,-87.790602,41.713899,IDPH,1063,31-Aug-12,35,UTR0752 1063,1
Y12P20138,215110,COOK COUNTY HEALTH DEPT,30,7921 W. 101ST STREET,PALOS HILLS,60465,7921 W. 101ST STREET_PALOS HILLS_60465,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,48,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR0745,GISSA,-87.815516,41.707639,IDPH,998,27-Aug-12,35,UTR0745 998,1
Y12P20165,215137,COOK COUNTY HEALTH DEPT,30,7921 W. 101ST STREET,PALOS HILLS,60465,7921 W. 101ST STREET_PALOS HILLS_60465,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0745,GISSA,-87.815516,41.707639,IDPH,1020,29-Aug-12,35,UTR0745 1020,1
Y12P20166,215138,COOK COUNTY HEALTH DEPT,30,7921 W. 101ST STREET,PALOS HILLS,60465,7921 W. 101ST STREET_PALOS HILLS_60465,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,POSITIVE,1,30-Aug-12,Culex,SP,UTR0745,GISSA,-87.815516,41.707639,IDPH,1021,29-Aug-12,35,UTR0745 1021,1
Y12P21811,217065,COOK COUNTY HEALTH DEPT,30,7921 W. 101ST STREET,PALOS HILLS,60465,7921 W. 101ST STREET_PALOS HILLS_60465,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,46,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0745,GISSA,-87.815516,41.707639,IDPH,1062,31-Aug-12,35,UTR0745 1062,1
Y12P20134,215106,COOK COUNTY HEALTH DEPT,31,11700 S. CICERO,ALSIP,60803,11700 S. CICERO_ALSIP_60803,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,42,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0728,GISSA,-87.73936,41.678894,IDPH,994,27-Aug-12,35,UTR0728 994,1
Y12P20149,215121,COOK COUNTY HEALTH DEPT,31,11700 S. CICERO,ALSIP,60803,11700 S. CICERO_ALSIP_60803,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,31,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0728,GISSA,-87.73936,41.678894,IDPH,1009,29-Aug-12,35,UTR0728 1009,1
Y12P20187,215159,COOK COUNTY HEALTH DEPT,31,11700 S. CICERO,ALSIP,60803,11700 S. CICERO_ALSIP_60803,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,48,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0728,GISSA,-87.73936,41.678894,IDPH,1042,31-Aug-12,35,UTR0728 1042,1
Y12P20136,215108,COOK COUNTY HEALTH DEPT,32,18678 FOREST VIEW,LANSING,60438,18678 FOREST VIEW_LANSING_60438,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,36,Female,RAMP WNV,POSITIVE,1,28-Aug-12,Culex,SP,UTR0697,GISSA,-87.582351,41.556542,IDPH,996,27-Aug-12,35,UTR0697 996,1
Y12P20142,215114,COOK COUNTY HEALTH DEPT,32,18678 FOREST VIEW,LANSING,60438,18678 FOREST VIEW_LANSING_60438,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0697,GISSA,-87.582351,41.556542,IDPH,1002,29-Aug-12,35,UTR0697 1002,1
Y12P20177,215149,COOK COUNTY HEALTH DEPT,32,18678 FOREST VIEW,LANSING,60438,18678 FOREST VIEW_LANSING_60438,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,31,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0697,GISSA,-87.582351,41.556542,IDPH,1032,31-Aug-12,35,UTR0697 1032,1
Y12P20139,215111,COOK COUNTY HEALTH DEPT,33,12725 BELL ROAD,LEMONT,60439,12725 BELL ROAD_LEMONT_60439,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0719,GISSA,-87.9317,41.657165,IDPH,999,27-Aug-12,35,UTR0719 999,1
Y12P20164,215136,COOK COUNTY HEALTH DEPT,33,12725 BELL ROAD,LEMONT,60439,12725 BELL ROAD_LEMONT_60439,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,19,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0719,GISSA,-87.9317,41.657165,IDPH,1019,29-Aug-12,35,UTR0719 1019,1
Y12P21813,217067,COOK COUNTY HEALTH DEPT,33,12725 BELL ROAD,LEMONT,60439,12725 BELL ROAD_LEMONT_60439,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,22,Female,RAMP WNV,NEGATIVE,0,04-Sep-12,Culex,SP,UTR0719,GISSA,-87.9317,41.657165,IDPH,1064,31-Aug-12,35,UTR0719 1064,1
Y12P19175,214507,WILL COUNTY HEALTH DEPT,34,421 DORIS AVE,Joliet,60433,421 DORIS AVE_Joliet_60433,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SPP,UTR0650,IDPH,-88.041474,41.304663,IDPH,1234WCHD15,27-Aug-12,35,UTR0650 1234WCHD15,1
Y12P19664,214791,WILL COUNTY HEALTH DEPT,34,421 DORIS AVE,Joliet,60433,421 DORIS AVE_Joliet_60433,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SPP,UTR0650,IDPH,-88.041474,41.304663,IDPH,1234WCHD16,29-Aug-12,35,UTR0650 1234WCHD16,1
Y12P19767,214864,WILL COUNTY HEALTH DEPT,34,421 DORIS AVE,Joliet,60433,421 DORIS AVE_Joliet_60433,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,31-Aug-12,Culex,SPP,UTR0650,IDPH,-88.041474,41.304663,IDPH,1234WCHD17,31-Aug-12,35,UTR0650 1234WCHD17,1
Y12P20104,215076,COOK COUNTY HEALTH DEPT,36,2790 BROOK DALE,NORTHBROOK,60062,2790 BROOK DALE_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR1037,GISSA,-87.859811,42.102778,IDPH,967,27-Aug-12,35,UTR1037 967,1
Y12P20108,215080,COOK COUNTY HEALTH DEPT,37,1111 JOSEPH SCHWAB ROAD,DES PLAINES,60016,1111 JOSEPH SCHWAB ROAD_DES PLAINES_60016,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0993,GISSA,-87.874629,42.032471,IDPH,971,27-Aug-12,35,UTR0993 971,1
Y12P20109,215081,COOK COUNTY HEALTH DEPT,37,1111 JOSEPH SCHWAB ROAD,DES PLAINES,60016,1111 JOSEPH SCHWAB ROAD_DES PLAINES_60016,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,28-Aug-12,Culex,SP,UTR0993,GISSA,-87.874629,42.032471,IDPH,972,27-Aug-12,35,UTR0993 972,1
Y12P20159,215131,COOK COUNTY HEALTH DEPT,37,1111 JOSEPH SCHWAB ROAD,DES PLAINES,60016,1111 JOSEPH SCHWAB ROAD_DES PLAINES_60016,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,21,Female,RAMP WNV,NEGATIVE,0,30-Aug-12,Culex,SP,UTR0993,GISSA,-87.874629,42.032471,IDPH,1014,29-Aug-12,35,UTR0993 1014,1
